,title,개월,spell
926,신생아 모유수유 중 디카페인커피,0개월,신생아 모유 수유 중 디카페인 커피
927,모유수유 너무 힘드네요....,0개월,모유 수유 너무 힘드네요....
928,제왕 4일차 가슴이 딱딱해지는데 유축해야하나여?,0개월,제왕 4일차 가슴이 딱딱해지는데 유축해야 하나요?
929,출산 4일째 가슴이 땡땡해요ㅜㅜ,0개월,출산 4일째 가슴이 땡땡해요ㅜㅜ
930,신생아 분유좀 추천 부탁드려요~,0개월,신생아 분유 좀 추천 부탁드려요~
931,30일 아가 먹는 양 봐주세요.,0개월,30일 아가 먹는 양 봐주세요.
932,자꾸 5분만 물다 자요..ㅠㅠ,0개월,자꾸 5분만 물다 자요..ㅠㅠ
933,생후 14일 갑자기 너무 많이 먹을 수도 있나요?..,0개월,생후 14일 갑자기 너무 많이 먹을 수도 있나요?..
934,신생아 20일차 모유양 늘릴수 있을까요,0개월,신생아 20일차 모유 양 늘릴 수 있을까요
935,젖양이 너무 많아요ㅠ,0개월,젖양이 너무 많아요ㅠ
936,모유유축한거 질문드려요~!,0개월,모유 유축한 거 질문드려요~!
937,출산5일째. 유축 텀이요,0개월,출산 5일째. 유축 텀이요
938,유축 간격 질문이요ㅠ,0개월,유축 간격 질문이요ㅠ
939,제왕4일째 되가는데 젖이 안도는거 같아요ㅠㅠ,0개월,제왕 4일째 돼가는데 젖이 안도는 거 같아요ㅠㅠ
940,살려주세여.. 신생아덕분애 잠을못자요 ..,0개월,살려주세요.. 신생아 덕 본 애 잠을 못 자요 ..
941,도와주세요 ㅠㅠ 첫 모유수유,0개월,도와주세요 ㅠㅠ 첫 모유 수유
942,15일째 아기인데 한번 봐주세요,0개월,15일째 아기인데 한번 봐주세요
943,신생아 분유량 봐주세요!!,0개월,신생아 분유량 봐주세요!!
944,이렇게먹이는게 맞는건가요?,0개월,이렇게 먹이는 게 맞는 건가요?
945,저같은경우 단유가 맞겠죠?,0개월,저 같은 경우 단유가 맞겠죠?
946,초유 유축 질문 !,0개월,초유 유축 질문!
947,"제왕 4일째, 젖이 돌맹이인데 모유가안나와요",0개월,"제왕 4일째, 젖이 돌멩이인데 모유가 안 나와요"
948,저 쫌 도와주세요....,0개월,저 좀 도와주세요....
949,유축은 몇분 해야하는건사요?,0개월,유축은 몇 분 해야 하는 건 사요?
950,지금 먹이고 있는데 언제까지 물려야죠?ㅜ,0개월,지금 먹이고 있는데 언제까지 물려야죠?ㅜ
951,분유수유 중인데 조리원 퇴소 후 2시간 거리여서 질문합니다.,0개월,분유 수유 중인데 조리원 퇴소 후 2시간 거리여서 질문합니다.
952,조리원에서 혼합 수유 중인데 넘 힘들어요,0개월,조리원에서 혼합 수유 중인데 너무 힘들어요
953,첫째 자연단유 둘째 초유,0개월,첫째 자연 단유 둘째 초유
954,19일 아기 분유양..,0개월,19일 아기 분유 양..
955,제왕한 후 산후조리원인데 모유량이..ㅠㅠ,0개월,제왕 한 후 산후조리원인데 모유량이..ㅠㅠ
956,신생아는 주는대로 다 먹나요?,0개월,신생아는 주는 대로 다 먹나요?
957,3시간 텀으로 유축하라는데요,0개월,3시간 텀으로 유축하라는데요
958,3주된 아기 한시간마다 깨서 먹으려고 하네요. 모유양이 부족한 건가요?,0개월,3주 된 아기 한 시간마다 깨서 먹으려고 하네요. 모유 양이 부족한 건가요?
959,19일차 신생아 3시간간격 유축하면 60겨우나오는데 직수하면 세시간씩 자요,0개월,19일차 신생아 3시간 간격 유축하면 60겨우 나오는데 직수하면 세 시간씩 자요
960,출산9일차 쉰목소리 가래로 약 복용 후 수유? 초유가 넘 아까워요 ㅠ,0개월,출산 9일 차 쉰 목소리 가래로 약 복용 후 수유? 초유가 너무 아까워요 ㅠ
961,한쪽 가슴에서만 200ml... 저 어떻게 해야해요?,0개월,한쪽 가슴에서만 200ml... 저 어떻게 해야 해요?
962,조리원올라와서 단유중인데요,0개월,조리원 올라와서 단위 중인데요
963,제왕 6일째.. 햄버거~~,0개월,제왕 6일째.. 햄버거~~
964,언제부터 애기가 잘물까요ㅠㅜ,0개월,언제부터 아기가 잘 물까요 후
965,"생후 11일, 조리원인데 젖을 물고 빨지는 않아요ㅠㅠ",0개월,"생후 11일, 조리원인데 젖을 물고 빨지는 않아요ㅠㅠ"
966,출산3일차 감기로인해 수유못하는데 유즙초유,0개월,출산 3일차 감기로 인해 수유 못하는데 유즙 초유
967,완모시 외출 어떻게 하시나요??!,0개월,완모 시 외출 어떻게 하시나요??!
968,신생아 수유텀,0개월,신생아 수유 텀
969,첫째 때문에 분유로 갈아타신분~~,0개월,첫째 때문에 분유로 갈아타신 분~~
970,신생아 젖병 몇개필요할까요???,0개월,신생아 젖병 몇 개 필요할까요???
971,유두보호기 빼고 직수 시작했는데요..,0개월,유두 보호기 빼고 직수 시작했는데요..
972,모 수유중인데 모기물리면 약없죠 ㅠㅠ,0개월,모 수유 중인데 모기 물리면 약 없죠 ㅠㅠ
973,유두 짧은분들의 조언을 듣고싶습니다!!,0개월,유두 짧은 분들의 조언을 듣고 싶습니다!!
974,모유수유시간,0개월,모유 수유시간
975,모유수유할때 아기가 자요,0개월,모유 수유할 때 아기가 자요
976,19일 신생아 직수후 분유보충 어떨때해줘야하나요?,0개월,19일 신생아 직수 후 분유 보충 어떨 때 해줘야 하나요?
977,젖이 뭉쳐서 몽우리진적 있으신 분???,0개월,젖이 뭉쳐서 몽우리 진 적 있으신 분???
978,21일차 방구왕 신생아요,0개월,21일차 방구왕 신생아요
979,17일 된 아가 분유거부 도와주세요ㅠㅠ(젖병거부는아니에요),0개월,17일 된 아가 분유 거부 도와주세요ㅠㅠ(젖병거부는아니에요)
980,제왕 후 궁금한 게 있어요 도와주세요,0개월,제왕 후 궁금한 게 있어요 도와주세요
981,신생아 아기 모유양 문의요~,0개월,신생아 아기 모유 양 문의요~
982,[초산] 모유는 언제 나와요?,0개월,[초산] 모유는 언제 나와요?
983,20일차 아가 모유먹는 시간이 넘 길어졌어요ㅠㅠ,0개월,20일차 아가 모유 먹는 시간이 너무 길어졌어요ㅠㅠ
984,애기 처음 젖물리고 왔는데 유두 통증 정상인가용?,0개월,아기 처음 젖 물리고 왔는데 유두 통증 정상인 가용?
985,"생후3일차 신생아, 직수가능할까요?",0개월,"생후 3일차 신생아, 직수 가능할까요?"
986,첫수유인데 양좀봐주세요~~,0개월,첫 수유인데 양 좀 봐주세요~~
987,"한달안된아기, .수유한지 3시간 넘었는데 깨워 먹여야할까요 잘잘때 그냥 둬도 되나요?",0개월,"한 달 안 된 아기, .수유한지 3시간 넘었는데 깨워 먹여야 할까요 잘잘 때 그냥 둬도 되나요?"
988,17일된 신생아 모유수유 중인데요ㅠㅠ,0개월,17일 된 신생아 모유 수유 중인데요ㅠㅠ
989,"신생아, 자면서 먹는아이, 따로 교육해야하나요? ㅠ",0개월,"신생아, 자면서 먹는 아이, 따로 교육해야 하나요? ㅠ"
990,설소대수술하면 안물던 젖을 물까요?,0개월,설소대 수술하면 안 물던 젖을 물까요?
991,조리원인데 애기가 너무 잘게워내요ㅠ,0개월,조리원인데 아기가 너무 잘 게워내요ㅠ
992,첫 유축 원래이렇게 아픈가요?,0개월,첫 유축 원래 이렇게 아픈가요?
993,제왕 5일차 모유가 잘 안나와요ㅠ,0개월,제왕 5일차 모유가 잘 안 나와요ㅠ
994,직수... 조리원 2주 끝나고 집가서 시작하면 늦을까요,0개월,직수... 조리원 2주 끝나고 집 가서 시작하면 늦을까요
995,유축모유 덜고나서 남은거 어떻게 보관해요?!,0개월,유축 모유 덜고 나서 남은 거 어떻게 보관해요?!
996,제왕 후 4일차 유즙 관련 여쭙고 싶어요!,0개월,제왕 후 4일차 유즙 관련 여쭙고 싶어요!
997,조리원단유할까하는데 조언즘요..,0개월,조리원 단유 할까 하는데 조언즘요..
998,조리원 퇴소하고도 유축 계속 하세요?,0개월,조리원 퇴소하고도 유축 계속하세요?
999,출산+6 모유 너무 안나와요,0개월,출산+6 모유 너무 안 나와요
1000,젖몸살 유선염,0개월,젖몸살 유선염
1001,신생아 분유갈아탈때 섞어가면서 바꿔줘도 되나요?,0개월,신생아 분유 갈아탈 때 섞어가면서 바꿔줘도 되나요?
1002,26일된 신생아 분유수유 문의,0개월,26일 된 신생아 분유 수유 문의
1003,출산한지 6일째 조리원에서 유축양,0개월,출산한지 6일째 조리원에서 유축 양
1004,30일 아가. 자면서 먹는버릇으로 한시간을 먹여요ㅠ 도와주세요!,0개월,30일 아가. 자면서 먹는 버릇으로 한 시간을 먹여요ㅠ 도와주세요!
1005,"출산 6일째.. 유축 1,010ml 나왔는데 이거 문제 있는건가요",0개월,"출산 6일째.. 유축 1,010ml 나왔는데 이거 문제 있는 건가요"
1006,둘째 출산한지 3일째 단유하신분 계신가요 ㅠㅠ,0개월,둘째 출산한지 3일째 단유 하신 분 계시나요 ㅠㅠ
1007,1주일 모유수유 중단시...,0개월,1주일 모유 수유 중단 시...
1008,제왕 이틀차 (만48시간) 인데 유축해도 안나오는데 ㅠ,0개월,제왕 이틀차 (만 48시간)인데 유축해도 안 나오는데 ㅠ
1009,20일된 신생아 로토토 쿠션에 재워도 되나용?,0개월,20일 된 신생아 로 토토 쿠션에 재워도 되나요?
1010,생후 26일 아기 분유량 늘리기 궁금합니다!,0개월,생후 26일 아기 분유량 늘리기 궁금합니다!
1011,생후6일... 얼굴이 씨뻘개져서 죽어라고 울어도.. 젖을 계속 물려야하나요,0개월,생후 6일... 얼굴이 씨 뻘개져서 죽으라고 울어도.. 젖을 계속 물려야 하나요
1012,분유 3주하고 3일 지났는데 괜찮을까요??,0개월,분유 3주하고 3일 지났는데 괜찮을까요??
1013,출산 6일차 유축 후 10ml이하면 엄청 적은거죠??도움부탁드립니다ㅠ,0개월,출산 6일차 유축 후 10ml 이하면 엄청 적은 거죠??도움 부탁드립니다ㅠ
1014,하.. 승부욕 불타오르게 하네요..,0개월,하.. 승부욕 불타오르게 하네요..
1015,모유수유하고나면 젖꼭지 따가워요,0개월,모유 수유하고 나면 젖꼭지 따가워요
1016,신생아 분유수유요.. 3시간 마다 정해진양 먹여야 하나요?,0개월,신생아 분유 수유요.. 3시간마다 정해진 양 먹여야 하나요?
1017,언제부터 모유나왔나요?,0개월,언제부터 모유 나왔나요?
1018,분유 조언 부탁드려요~!,0개월,분유 조언 부탁드려요~!
1019,완분하신분 계실까요?,0개월,완불하신 분 계실까요?
1020,신생아 직수텀 ㅠ 이게맞는건가요 ㅠ,0개월,신생아 직수 텀 ㅠ 이게 맞는 건가요 ㅠ
1021,22일차 유축량..,0개월,22일차 유축 양..
1022,22일 아기 4.6키로 분유량 얼마정도 먹나요??,0개월,22일 아기 4.6킬로 분유량 얼마 정도 먹나요??
1023,조리원인데 모유 유축량 봐주세요,0개월,조리원인데 모유 유축량 봐주세요
1024,모유수유 질문있어요ㅠ,0개월,모유 수유 질문 있어요ㅠ
1025,모유수유로 우울증 올 것 같아요.. 단유 방법좀 알려주세요ㅜㅜ,0개월,모유 수유로 우울증 올 것 같아요.. 단유 방법 좀 알려주세요ㅜㅜ
1026,완모할려구하는데요~,0개월,완모할려구하는데요~
1027,자연단유 중 안아프면 그냥 계속 두면 되나요?,0개월,자연 단유 중 안 아프면 그냥 계속 두면 되나요?
1028,30일아기 분유양,0개월,30일 아기 분유 양
1029,쥬쥬젖꼭지,0개월,쥬쥬 젖꼭지
1030,아기가 원할때마다 먹여야하나요?,0개월,아기가 원할 때마다 먹여야 하나요?
1031,모유수유 준비하시나요?,0개월,모유 수유 준비하시나요?
1032,갑자기 젖량이 줄어든건지. ㅠㅠ,0개월,갑자기 전량이 줄어든 건지. ㅠㅠ
1033,젖이 안돌아요 ㅠㅠ,0개월,젖이 안 돌아요 ㅠㅠ
1034,조리원온지 4일째인데.. 젖몸살왔어요 직수 안하고 유축만 해도될까요,0개월,조리원 온 지 4일째인데.. 젖몸살 왔어요 직수 안 하고 유축만 해도 될까요
1035,신생아 부터 액상분유로만ㄱㄱㄱ??!,0개월,신생아부터 액상 분유로 만국ㄱ??!
1036,유축했더니 피가나네요ㅠㅠㅠㅠ,0개월,유축했더니 피가나네요ㅠㅠㅠㅠ
1037,제왕절개 후 모유수유,0개월,제왕절개 후 모유 수유
1038,"생후 일주일, 수유량 너무 적은거 같아요...",0개월,"생후 일주일, 수유량 너무 적은 거 같아요..."
1039,혼합수유시 수유텀은 어떻게 잡나요?,0개월,혼합수유 시 수유 텀은 어떻게 잡나요?
1040,신생아 분유 물 뭐로 타세요?,0개월,신생아 분유 물 뭐로 타세요?
1041,보통 트루맘 분유랑 액상분유 같이 먹나요?,0개월,보통 트루맘 분유랑 액상분유같이 먹나요?
1042,유선뚫을려면 마사지몇번 받아야될까요?,0개월,유선 뚫으려면 마사지 몇 번 받아야 될까요?
1043,사출 많은모유양....어째야될까요?,0개월,사출 많은 모유 양.... 어째야 될까요?
1044,잠투정 힘들어요 ㅠㅠ,0개월,잠투정 힘들어요 ㅠㅠ
1045,제왕절개후 모유수유콜. 언제?,0개월,제왕절개 후 모유 수유 콜. 언제?
1046,가슴이 돌덩어리 됐어요ㅜㅜ,0개월,가슴이 돌덩어리 됐어요ㅜㅜ
1047,유축량 고민이예요 ㅜㅜ,0개월,유축량 고민이에요 ㅜㅜ
1048,유축 못하면 / 유축양 궁금해요,0개월,유축 못하면 / 유축 양 궁금해요
1049,16일차 신생아 4시간텀 _는데 깨워요ㅠㅠ?,0개월,16일차 신생아 4시간 텀 _는데 깨워요ㅠㅠ?
1050,가슴이 너무 딱딱해요ㅜㅜ도와주세요,0개월,가슴이 너무 딱딱해요ㅜㅜ도와주세요
1051,"자연분만 출산 7일째 단유 어찌할까요ㅜ(유두균열,모유량 적음)",0개월,"자연분만 출산 7일째 단유 어찌할까요ㅜ(유두균열, 모유량 적음)"
1052,유축만 하면 유선염 또 올까요?,0개월,유축만 하면 유선염 또 올까요?
1053,출산 4일째에요 모유수유 가능할런지요?,0개월,출산 4일째에요 모유 수유 가능할는지요?
1054,생후6일 아직 애기가 젖을 못 물어요ㅠ,0개월,생후 6일 아직 아기가 젖을 못 물어요ㅠ
1055,출산후4일째 모유안나옵니다..,0개월,출산 후 4일째 모유 안 나옵니다..
1056,생후 22일 보통 얼마나 먹나요??,0개월,생후 22일 보통 얼마나 먹나요??
1057,출산6일차 몇시간을 씨름하며 직수했는데,0개월,출산 6일 차 몇 시간을 씨름하며 직수했는데
1058,모유수유 언제부터 하셨어요?,0개월,모유 수유 언제부터 하셨어요?
1059,수유시간 헷갈려요ㅠㅠ ... 조언부탁드려요,0개월,수유시간 헷갈려요ㅠㅠ ... 조언 부탁드려요
1060,모유수유하다 산후우울증올것같아여ㅠㅠ 단유할까말까 진지하게 고민중인데 조언좀 부탁드려요...,0개월,모유 수유하다 산후우울증 올 것 같아요ᅲᅲ 단유 할까 말까 진지하게 고민 중인데 조언 좀 부탁드려요...
1061,유두보호기 떼는 방법이요!,0개월,유두 보호기 떼는 방법이오!
1062,신생아 모유수유 한번하면 얼마나 자나요?,0개월,신생아 모유 수유 한 번 하면 얼마나 자나요?
1063,신생아 세시간텀 분유먹는데 한번에 다 안먹고 나눠먹음 다음텀 시간이 어떻게 되요?,0개월,신생아 세 시간 텀 분유 먹는데 한 번에 다 안 먹고 나눠먹음 다음 텀 시간이 어떻게 돼요?
1064,내일 조리원 퇴소에요 ㅠㅡㅠ 모유수유 걱정이에요,0개월,내일 조리원 퇴소에요 ㅠㅡㅠ 모유 수유 걱정이에요
