,Unnamed: 0,title,개월,spell,token
1976,1976,"제왕절개 4일짼데,, 오늘 첫 유축 해보고 수유실가서 젖 물려보는데 잘 안물어요ㅠㅠ",0개월,"제왕절개 4일짼데,, 오늘 첫 유축 해보고 수유실 가서 모유 물려보는데 안물어요ㅠㅠ",제왕절개 오늘 첫 유축 유실 모유 안물
1977,1977,지금 조리원인데 단유방법머가 있을까요?,0개월,지금 조리원인데 단 유방법 머가 있을까요?,지금 조리 단 유 어떻게 머
1978,1978,20일된 아기인데 갑자기 양이 늘어서 젖이 부족해요ㅜ,0개월,20일 아기인데 갑자기 양이 늘어서 젖이 부족해요ㅜ,아기 갑자기 양 젖
1979,1979,태어난지 2주된 아기인데 분유 80~100먹는데 모유 직수 하면 꼭 잠도 푹 못자고 게워내고 울고 보채는거 같아여 모유가 잘못인가요?,0개월,태어난 2주 아기인데 분유 80~100 먹는데 모유 직수하면 잠도 자고 게워내고 울고 보채는 같아요 모유가 잘못인가요?,주 아기 분유 모유 직 수하 잠도 자고 울 모유 잘못
1980,1980,출산 13일차 모유수유ㅠㅠ,0개월,출산 13일차 모유수유ㅠㅠ,출산 모유수유
1981,1981,너무답답해요ㅠㅠ,0개월,너무답답해요ㅠㅠ,
1982,1982,생후25일 혼합중인데요~,0개월,생후 25일 혼합 중인데요~,생후 혼합 요
1983,1983,아기가 깊게무는시기..,0개월,아기가 깊게 무는 시기..,아기 시기
1984,1984,출산 9일차인데 모유량 너무 적나요? ㅠ,0개월,출산 9일차인데 모유량 적나요? ㅠ,출산 유량
1985,1985,출산 후 4일째인데 유두혼동이 온 것 같아요,0개월,출산 후 4일째인데 유두혼동이 같아요,출산 후 유두 혼동
1986,1986,애기 수유 하면 원래 생리통 느낌 나나요 ㅠㅠ,0개월,아기 수유하면 생리통 느낌 나나요 ㅠㅠ,아기  생리통 느낌 나나
1987,1987,(어제출산) 젖이 안 나와도 최대한 오래 물리고 있는게 좋은거맞죠?,0개월,(어제 출산) 젖이 나와도 최대한 오래 물리고 있는 좋은 맞죠?,어제 출산 모유 최대한 물리
1988,1988,도와주세요..,0개월,도와주세요..,
1989,1989,출산후 초유,0개월,출산 후 초유,출산 후 초유
1990,1990,일주일짼데...,0개월,일주일짼데...,일주일
1991,1991,신생아 분유양 봐주세요,0개월,신생아 분유 양 봐주세요,신생아 분유 양
1992,1992,모유 황달 의심..모유 잠시 끊어야 할까요?,0개월,모유 황달 의심.. 모유 잠시 끊어야 할까요?,모유 황달  모유 잠시 요
1993,1993,신생아 모유수유 횟수 및 시간,0개월,신생아 모유  횟수 시간,신생아 모유 횟수 시간
1994,1994,신생아 모유수유,0개월,신생아 모유 수유,신생아 모유 수유
1995,1995,잘먹는데똥안싸는애기 ㅜ,0개월,잘 먹는데 똥 싸는 아기 ㅜ,똥 아기
1996,1996,제왕7일차 모유수유,0개월,제왕 7일 차 모유 수유,제왕 차 모유 수유
1997,1997,신생아 밤만되면 계속 먹겠대요 ㅜㅜ,0개월,신생아 밤만 계속 먹겠대요 ㅜㅜ,신생아 시간 계속 대요
1998,1998,15일된 신생아인데 먹다가 계속 자요,0개월,15일 신생아인데 먹다가 계속 자요,신생아 계속 자
1999,1999,모유 양이 많아도 고민이네요,0개월,모유 양이 많아도 고민이네요,모유 양 고민 요
2000,2000,"제왕절개 5일차, 가슴이 처음 땡땡해졌어요..ㅠㅠ",0개월,"제왕절개 5일차, 가슴이 처음 땡땡해졌어요..ㅠㅠ",제왕절개 가슴 처음
2001,2001,어제 자연 분만 했는데요!,0개월,어제 자연 분만했는데요!,어제 자연 분만
2002,2002,직수 성공까지 몇일걸리셨나요?,0개월,직수 성공까지 며칠 걸리셨나요?,직수  며칠
2003,2003,순산하고 조리중 모유수유 스트레스요ㅠ,0개월,순산하고 조리중 모유  스트레스요ㅠ,순산 조리 모유 스트레스
2004,2004,도와주세요 죽겠어요ㅜㅜ,0개월,도와주세요 죽겠어요ㅜㅜ,
2005,2005,신생이 수유텀,0개월,신생이  텀,신생 텀
2006,2006,생후 16일즈음 수유시간 어떻게 되시나요???,0개월,생후 16일 수유시간 어떻게 되시나요???,생후  시간
2007,2007,26일에 유축한 모유 지금 냉동으로 넣어도 되나요??,0개월,26일에 유축한 모유 지금 냉동으로 넣어도 되나요??,유축 모유 지금 냉동
2008,2008,조리원에서 직수 안하면 나가서 직수 절대안되나요?,0개월,조리원에서 직수 나가서 직수 되나요?,조리 직수 직수
2009,2009,16일된 신생아 수유텀이요 ㅠㅠ,0개월,16일 신생아  텀이요 ㅠㅠ,신생아 텀이
2010,2010,열심히 빤거 같은데 분유보충하면 많이 먹어요ㅠㅠ,0개월,열심히 같은데 분유 보충하면 많이 먹어요ㅠㅠ,분유 보충
2011,2011,출산2일째 모유수유 하는데 커피 관해서요!,0개월,출산 2일째 모유 수유하는데 음식 관해서요!,출산 모유  음식 관
2012,2012,젖돌기 시작한지 5일짼데 양이 작아요ㅜ,0개월,젖 시작한 5일짼데 양이 적어요ᅮ,젖  양
2013,2013,지금 출산한지7일찬데 젖몸살은 어떤거에요?,0개월,지금 출산한 7일 찬데 젖몸살은 어떤 거예요?,지금 출산 모유 몸살 거
2014,2014,20일아가 직수 이틀째인데요 젖꼭지가 너무 아파요,0개월,20일 아가 직수 이틀째인데요 젖꼭지가 아파요,아가 직수 이틀 젖꼭지
2015,2015,26일신생아 수유요,0개월,26일 신생아 수유요,신생아 수유
2016,2016,수유텀 다들 어떻게 잡으셨어요!?,0개월,수유  다들 어떻게 잡으셨어요!?,수유
2017,2017,19일된아이 모유수유,0개월,19일 아이 모유 수유,아이 모유 수유
2018,2018,조리원 모유수유 권장,0개월,조리원 모유  권장,조리 모유 권장
2019,2019,조리원에서 분유 타는법을 배웠는데요~,0개월,조리원에서 분유 타는 법을 배웠는데요~,조리 분유 법
2020,2020,모유수유하시는분들 새벽유축??!,0개월,모유 수유하시는 분들 시간 유축??!,모유  시간 유축
2021,2021,신생아 분유양,0개월,신생아 분유 양,신생아 분유 양
2022,2022,제왕5일차 조리원에서 단유하려면 ..,0개월,제왕 5일차 조리원에서 다유 하려면 ..,제왕 조리 유
2023,2023,제왕절개 5일차 모유수유 관련 질문이요!!,0개월,제왕절개 5일차 모유   질문이요!!,제왕절개 모유 질문
2024,2024,"30일 혼합하는 아기, 90~100 먹는데요",0개월,"30일 혼합하는 아기, 90~100 먹는데요",혼합 아기
2025,2025,유축 관련 문의!,0개월,유축  문의!,유축 문의
2026,2026,신생아부터 쭉 초유없이 완분하신분 계세요?,0개월,신생아부터 초유 완불하신 분 계세요?,신생아 초유 완불 분 계세
2027,2027,완모중인데요 이렇게 해도 되나요?,0개월,완모 중인데요 이렇게 되나요?,완모 요
2028,2028,자연분만 후 모유수유,0개월,자연분만 후 모유 수유,자연 후 모유 수유
2029,2029,조리원까지만 모유수유 하고 단유 하신분 있나요?,0개월,조리원까지만 모유 수유하고 다유 분 있나요?,조리 모유  유 분
2030,2030,젖량 감당하기 힘들어요ㅠ,0개월,전량 감당하기 힘들어요ㅠ,전량 감당
2031,2031,조리원 퇴소후 젖병 몇개 필요할까요? (완모계획),0개월,조리원 퇴소 후 젖병  필요할까요? (완모 계획),조리 퇴소 후 젖병 시간 계획
2032,2032,조리원인데 모유텀이 너무 안맞아요 ㅠ,0개월,조리원인데 모유 텀이 맞아요 ㅠ,조리 모유 텀
2033,2033,모유수유 질문이용ㅋㅋ,0개월,모유  질문이용ㅋㅋ,모유 질문 이용
2034,2034,조리원인데 아기가 자꾸 분유를 남겨요,0개월,조리원인데 아기가 분유를 남겨요,조리 아기 분유
2035,2035,신생아 모유수유 질문이요 ㅜ,0개월,신생아 모유  질문이요 ㅜ,신생아 모유 질문
2036,2036,"출산 일주일차, 모유양이 너무 적어요 ㅜㅠ",0개월,"출산 일주 일차, 모유 양이 적어요 ㅜㅠ",출산 일주 일차 모유 양
2037,2037,분유먹고 토하면,0개월,분유 먹고 토하면,분유 토
2038,2038,26일아기,0개월,26일 아기,아기
2039,2039,조리원퇴소후 집에와서 직수하고 있어요,0개월,조리원 퇴소 후 집에 직수하고 있어요,조리 퇴소 후  직 수하
2040,2040,18일째 된 신생아 분유량,0개월,18일째 신생아 분유량,신생아 분 유량
2041,2041,초유만 먹이고 단유 가능할까요??,0개월,초유만 먹이고 다유 가능할까요??,초유 먹이 유 요
2042,2042,혼합수유하시는분들..,0개월,혼합수유하시는 분들..,혼합 수유
2043,2043,모유수유 신생아 (왜이런지..너무 고민돼요),0개월,모유  신생아 (왜 이런지.. 고민돼요),모유 신생아 왜 고민
2044,2044,조리원인데 감기기운있는데 수유안하는게 낫겠죠???,0개월,조리원인데 감기 기운 있는데  낫겠죠???,조리 감기 기운
2045,2045,조리원에서 알려준 모유수유 방법이 맞나요?,0개월,조리원에서 알려준 모유  방법이 맞나요?,조리 모유 방법
2046,2046,분유텀이요!<U+0001F62D>,0개월,분유 텀이요!<U+0001F62D>,분유 텀이
2047,2047,생후10일 수유텀좀 알려주세요,0개월,생후 10일   좀 알려주세요,생후 좀
2048,2048,신생아 18일 젖 거부ㅠ,0개월,신생아 18일 모유 거부ㅠ,신생아 모유 거부
2049,2049,모유수유직수,0개월,모유  직수,모유 직수
2050,2050,15일차 신생아 새벽에도 많이 먹이나요?,0개월,15일차 신생아 새벽에도 많이 먹이나요?,신생아 새벽
2051,2051,제왕5일차 치밀유방 마사지..,0개월,제왕 5일차 치밀유방 유방 마사지..,제왕 치밀유방 유방 유방 마사지
2052,2052,한텀에 한쪽씩만 먹여도 될까요?,0개월,한컴에 한쪽씩만 먹여도 될까요?,한컴 위치 요
2053,2053,출산일주일 단유방법 ?,0개월,출산 일주일 다유 방법?,출산 일주일 유 방법
2054,2054,"생후 9일차, 혼합수유 중인데 분유 미리 준비한후 직수하나요?",0개월,"생후 9일차, 혼합수유 중인데 분유 준비한 후 직수하나요?",생후 혼합  분유  후 직 하나요
2055,2055,생후7일 새벽에 안일어나면 깨워서 먹여야되나요?,0개월,생후 7일 새벽에 일어나면 깨워서 먹여야 되나요?,생후 새벽
2056,2056,생후2주 ~신생아 수유텀 수유량 공유해주세영,0개월,생후 2주 ~신생아   수유량 공유해주세요,생후 신생아 유량 공유
2057,2057,모유가 안나와요ㅠㅠ,0개월,모유가 안나와요ㅠㅠ,모유
2058,2058,생후7일차 젖만 물리면 자요 ㅠㅠ,0개월,생후 7일 차 젖만 물리면 자요 ㅠㅠ,생후 차 모유 물리 자
2059,2059,26일차 신생아 수유텀 어케되시나요??,0개월,26일차 신생아   어떻게 되시나요??,신생아
2060,2060,(초산) 모유가 안나와요 ㅠㅠ,0개월,(초산) 모유가 나와요 ㅠㅠ,초산 모유
2061,2061,생후 7일째 혼합수유 하려합니다 도움부탁드립니다.,0개월,생후 7일째 혼합수유하려 합니다 도움 부탁드립니다.,생후 혼합  도움
2062,2062,생후27일 분유량,0개월,생후 27일 분유량,생후 분 유량
2063,2063,출산후 직후 단유 질문이요..,0개월,출산 후 직후 다유 질문이요..,출산 후 직후 유 질문
2064,2064,"출산한지 4일째인데 아직 초유가 안나와요ㅜ(함몰유두, 유두출혈)",0개월,"출산한지 4일째인데 초유가 나와요ㅜ(함몰유두, 유두출혈)",출산 초유 함몰 유두 유두 출혈
2065,2065,신생아 젖뭉침,0개월,신생아 모유 뭉침,신생아 모유
2066,2066,출산14일차 모유량이 넘 적어요 .,0개월,출산 14일 차 모유량이 적어요.,출산 차 유량
2067,2067,가슴 울혈 셀프마사지로 풀어지나요?ㅠ,0개월,가슴 가슴 마사지로 풀어지나요?ㅠ,가슴 가슴 마사지
2068,2068,신생아4시간텀? 모유수유도인가요?,0개월,신생아 4시간 텀? 모유 수유동인가요?,신생아  모유 수유동
2069,2069,모유수유 계속 시도해 봐야 할까요?,0개월,모유  계속 시도해 할까요?,모유 계속  요
2070,2070,애기낳고 바로 분유수유 하신분있나요?ㅠ,0개월,아기 낳고 바로 분유 수유하신 분 있나요?ㅠ,아기 바로 분유  분
2071,2071,조리원 퇴소 후 먹일 분유 추천해주세요(일동산양먹고있어요),0개월,조리원 퇴소 후 먹일 분유 추천해주세요(일동 산양 먹고 있어요),조리 퇴소 후 분유 추천 산양
2072,2072,"제왕6일째, 유즙도 초유도 없는데 유축기써도 돼요?",0개월,"제왕 6일째, 유즙도 초유도 없는데 유축 써도 돼요?",제왕 유즙 초유 유축
2073,2073,제왕후 모유수유언제부터 하셨나요??,0개월,제왕 후 모유  언제부터 하셨나요??,제왕 후 모유 언제
2074,2074,조리원 퇴소 후 분유 변경,0개월,조리원 퇴소 후 분유 변경,조리 퇴소 후 분유 변경
2075,2075,"출산 열흘째, 모유 그냥 몇방울만 맺혀요....",0개월,"출산 열흘째, 모유 방울만 맺혀요....",출산 열흘 모유 방울
2076,2076,신생아가들 수유양 수유텀 공유해요~!,0개월,신생 아가들  양   공유해요~!,신생 아가 양 공유
2077,2077,"식사량, 유축텀, 모유량과 질 궁금해요.",0개월,"식사량, 유축 텀, 모유량과  궁금해요.",식사량 유축  유량
2078,2078,생후9일 신생아. 직수하다가 젖병 빤 이후 젖거부.. 다시 직수할수 있을까요,0개월,생후 9일 신생아. 직수하다가 젖병 이후 모유 거부.. 직수할 있을까요,생후 신생아 직 수하 다가 젖병 이후 모유 거부 직수
2079,2079,초유 단유~ 도와주세요 ㅠㅠㅠ,0개월,초유 단유~ 도와주세요 ㅠㅠㅠ,초유 유
2080,2080,"출산한지 4일째인데, 젖이 많은 가슴이라 하는데 좋은건가요?",0개월,"출산한지 4일째인데, 젖이 많은 가슴이라 하는데 좋은 건가요?",출산 모유 가슴 건가
2081,2081,모유수유 텀,0개월,모유  텀,모유 텀
2082,2082,신생아 모유수유요..,0개월,신생아 모유 수유요..,신생아 모유 수유
2083,2083,아기 젖 물리기가 힘드네요~,0개월,아기 모유 물리기가 힘드네요~,아기 모유 물리 기
2084,2084,제왕절개 후 모유유축?,0개월,제왕절개 후 모유 유축?,제왕절개 후 모유 유축
2085,2085,"신생아 8일, 황달 때문에 모유 중단",0개월,"신생아 8일, 황달 때문에 모유 중단",신생아 황달 때문 모유 중단
2086,2086,신생아 21일째 모유수유,0개월,신생아 21일째 모유 수유,신생아 모유 수유
2087,2087,모유수유 3일째 처음에 물릴때 울어요ㅜㅜ,0개월,모유  3일째 처음에 물릴 때 울어요ㅜㅜ,모유 처음 때
2088,2088,신생아 수유양이요,0개월,신생아  양이요,신생아 이요
2089,2089,완분아기에요 수유량좀 봐주세요,0개월,완분아기에요 수유량 좀 봐주세요,완 아기 유량 좀
2090,2090,망한거같아여..,0개월,망한 같아요..,
2091,2091,완분 17일 신생아 분유양 120,0개월,완불 17일 신생아 분유 양 120,완불 신생아 분유 양
2092,2092,출산 21일 됐는데 햄버거 세트ㅠㅠ,0개월,출산 21일 됐는데 음식 세트ㅠㅠ,출산 음식 세트
2093,2093,이거 유즙인가요?,0개월,이거 유즙인가요?,거 유즙
2094,2094,22일 자연분만 모유수유 질문이요!,0개월,22일 자연분만 모유  질문이오!,자연 모유 질문 이오
2095,2095,모유 양이 자꾸 늘어요 ㅠㅠ,0개월,모유 양이 늘어요 ㅠㅠ,모유 양
2096,2096,신생아 대변,0개월,신생아 대변,신생아 대변
2097,2097,20일아기 분유 100 먹는데 2시간텀,0개월,20일 아기 분유 100 먹는데 2시간 텀,아기 분유 텀
2098,2098,유두보호기가 나쁜건가요??,0개월,유두 보호기가 나쁜 건가요??,유두 보호 건가
