,title,개월,spell,token
3854,가슴이 찌릿찌릿? 따끔따끔?ㅜㅜ,1개월,가슴이 찌릿찌릿? 따끔 따끔?ㅜㅜ,가슴
3855,아가가 많이 먹어서 걱정이예요.,1개월,아가가 많이 먹어서 걱정이예요.,아가 걱정
3856,시하는게 제 일까요..?,1개월,시간하는 게 제 일까요..?,시간 게 제 요
3857,60일 여아 ,1개월,60일 여아,여
3858,한달정도된 아기 나먹어야할까요?,1개월,한 달 정도 된 아기 나 먹어야 할까요?,달 정도 아기 나 요
3859,43일 직수하시는 분들 이 어찌되나요?,1개월,43일 직수 하시는 분들 이 어찌 되나요?,직수 이 어찌
3860,39일된 아기 벌써 분유 할수도 있나요?,1개월,39일 된 아기 벌써 분 유 할 수도 있나요?,아기 벌써 분 유 수도
3861,다유 고민이에요ㅜ,1개월,다유 고민이에 요ㅜ,유 고민 요
3862,앱솔루트 센서브랜드명브1단계 분유양 문,1개월,앱솔루트 센서 맘 라떼 모아브 1단계 분유 양 문,앱솔 루트 센서 맘 라떼 모아브 단계 분유 양 문
3863,40일 아기  어떻게 늘리나요?,1개월,40일 아기 어떻게 늘리나요?,아기
3864,자꾸 게워내요,1개월,자꾸 게워내요,자꾸
3865,50일아기 분유좀 봐주세요,1개월,50일 아기 분유 좀 봐주세요,아기 분유 좀
3866,50일 넘어가니까 이제 모유 할만하네요.,1개월,50일 넘어가니까 이 제 모유 할 만하네요.,이 제 모유 만
3867,모유 양이 부족한걸까요??,1개월,모유 양이 부족한 걸까요??,모유 양 요
3868,53일된 아기 엉가슴진창 과 먹는 양 문이요 ㅠㅠ,1개월,53일 된 아기 엉 가슴진창 과 먹는 양 문이요 ㅠㅠ,아기 가슴 진창 과 양 이요
3869,32일차 이제 분유으로 가려구오,1개월,32일 차 이제 분유으로 가려 구오,차 이제 분유 로 구오
3870,43일된 남아 과 분유 문이용,1개월,43일 된 남아 과 분유 문이용,남아 과 분유 이용
3871,40일아기 분유양,1개월,40일 아기 분유양,아기 분유
3872,32일차 신생아....직수거부,1개월,32일 차 신생아....직수 거부,차 신생아 직수 거부
3873,힙 분유 먹이시는 분~~,1개월,힙 분유 먹이시는 분~~,힙 분유 분
3874,신생아 남아 54일째 분유 알려주세요~ㅜ,1개월,신생아 남아 54일째 분 유 알려주세요~ㅜ,신생아 남아 분 유
3875,40일 아기 체 어떻게 되나요?,1개월,40일 아기 체 어떻게 되나요?,아기 체
3876,36 일 아기 직수할때요,1개월,36 일 아기 직수할 때요,일 아기 직수 때
3877,55일 아기 ,1개월,55일 아기,아기
3878,시 37일 혼합,1개월,시 37일 혼합,시 혼합
3879,31일 아가 분유이요..,1개월,31일 아가 분유이요..,아가 분유
3880,모유 치씩만 려도될까요.?..35일차인데 ..없이먹이는때인가요?,1개월,모유 치씩만 려도 될까요.?..35일 차인데 ..없이 먹이는 때인가요?,모유 치 려 요 차 때
3881,저 직수 포기해야할까요ㅠㅠ,1개월,저 직수 포기해야 할까요 ㅠㅠ,저 직수 포기 요
3882,시 한달 아기 똥가 엄청 심해요 변에 진 똥 을 하루에 2~3음식 보거든요 왜그럴까요?,1개월,시 한 달 아기 똥가 엄청 심해요 변에 진 똥 을 하루에 2~3음식 보거든요 왜 그럴까요?,시 달 아기 똥 심해 변 진 똥 하루 음식 왜 요
3883,모유양부족 스트레스네요정말,1개월,모유 양 부족 스트레스네 요 정말,모유 양 부족 스트레스 요 정말
3884,40일 분유 아기 양..,1개월,40일 분유 아기 양..,분유 아기 양
3885,42일차 사출이 갈수록 심해져요,1개월,42일 차 사출이 갈수록 심해져요,차 사출 갈수록
3886,유축  중인데 명치가 아파요ㅠ 체한걸까요?,1개월,유축 중인데 명치가 아파요ㅠ 체한 걸까요?,유축 중 명치 체 요
3887,다유중인데요 ㅠ ㅜ,1개월,다유 중인데요 ㅠ ㅜ,유 중 요
3888,"52일 아가 모유 하고싶어요, 더 노력하면 가능할까요...",1개월,"52일 아가 모유 하고 싶어요, 더 노력하면 가능할까요...",아가 모유 더 노력 요
3889,통수면12시자는바람에 모유양이 줄은것같아요ㅜ,1개월,통수면 12시 자는 바람에 모유 양이 줄은 것 같아요ㅜ,통 수면 바람 모유 양 줄 것
3890,55일 아가 직수 이 정도면 되나요?,1개월,55일 아가 직수 이 정도면 되나요?,아가 직수 이 정도
3891,60일아기 분유,1개월,60일 아기 분유,아기 분유
3892,40일 시아가 시을 늘려야할까요,1개월,40일 시간 아가 시을 늘려야 할까요,시간 아가 시을 요
3893,이른둥이 48일 분유,1개월,이른둥이 48일 분 유량,둥이 분 유량
3894,한달된 아기 과 량ㅠ,1개월,한 달 된 아기 과 량ㅠ,달 아기 과 량
3895,58일 여자아이 혼합 궁금해요ㅠㅠ,1개월,58일 여자아이 혼합 궁금해요 ㅠㅠ,여자아이 혼합
3896,출산 46일 감소증이래요ㅠ 다유가 낫겠죠..?,1개월,출산 46일 감소증 이래요ㅠ 다유가 낫겠죠..?,출산 감소 증 유가
3897,50-60일정도 되는 아기 몇 먹나요?,1개월,50-60일 정도 되는 아기 몇 먹나요?,정도 아기 몇
3898,모유양이 적은편인데 양 늘리겠다고 모유만 고하는 게 맞는건지.. ㅠㅠ,1개월,모유양이 적은 편인데 양 늘리겠다고 모유만 고 하는 게 맞는 건지.. ㅠㅠ,모유 편 양 모유 고 게
3899,40일 아기 모유 ,1개월,40일 아기 모유,아기 모유
3900,시삭달 다유해요,1개월,시삭달 다 유해요,시삭 달 유해
3901,50일아기 1마다  괜찮나요ㅜㅜ??,1개월,50일 아기 1시 반마다 괜찮나요 ㅜㅜ??,아기 반
3902,시 한달 분유중인데 맞춰먹이는거가 중요할까요? 자꾸 울고 징얼대면 분유주면  못먹고 수면도 푹못자고 악순환 반복인거같아서요,1개월,시 한 달 분유 중인데 맞춰 먹이는 거가 중요할까요? 자꾸 울고 징얼대면 분유 주면 못 먹고 수면도 푹 못 자고 악순환 반복인 거 같아서요,시 달 분유 중 거가 요 자꾸 울 징얼 대면 분유 못 수면 푹 못 자고 악순환 반복 거
3903,시 40일 아기 분유& 어떻게 되나요?,1개월,시 40일 아기 분유& 어떻게 되나요?,시 아기 분유
3904,아기체중~,1개월,아기 체중~,아기 체중
3905, 시이 애매해요,1개월,시 이 애매해요,시 이
3906,치만 유축할,1개월,치만 유축할,치 유축
3907,시 43일 분유양,1개월,시 43일 분유양,시 분유
3908,직수 히 먹이는 어떻게? ㅠㅠ모유 어렵네요..,1개월,직수 히 먹이는 어떻게? ㅠㅠ모유 어렵네요..,직수 모유
3909,시 40일  문이요~~,1개월,시 40일 문이 요~~,시 문 요
3910,모유 몇분씩 하세요??,1개월,모유 몇 분씩 하세요??,모유 몇 분
3911,혼합 중 모유거부. 분유으로 가야하나요? 모유를 꼭 먹이고 _어요.,1개월,혼합 중 모유 거부. 분유으로 가야 하나요? 모유를 꼭 먹이고 _어요.,혼합 중 모유 거부 분유 로 가야 하나요 모유 꼭 먹이 어요
3912,37일된 아기 ,1개월,37일 된 아기,아기
3913,40일 아가 량,1개월,40일 아가 량,아가 량
3914,한달 된 아기 나 게우나요,1개월,한 달 된 아기 나 게 우나요,달 아기 나 게 나
3915,모유 직수 후에 바로 보충하시나요?,1개월,모유 직수 후에 바로 보충하시나요?,모유 직수 후 바로 보충
3916,[시53일] 압타밀 분유 알려주세요~~,1개월,[시 53일] 압타밀 분유 알려주세요~~,시 압 타밀 분유
3917,55일신생아,1개월,55일 신생아,신생아
3918,50일  ,1개월,50일,
3919,시마다 분유먹고나서도 모유을찾는 아기 ㅠ 도와주세요ㅜ,1개월,시마다 분유 먹고 나서도 모유을 찾는 아기 ㅠ 도와주세요ㅜ,시마 분유 모유 을 아기
3920,54일된 아가 분유,1개월,54일 된 아가 분유,아가 분유
3921,42일 아기 분유 량,1개월,42일 아기 분유 량,아기 분유 량
3922,45일 아가 하루에 분유 1000이상씩 먹어요,1개월,45일 아가 하루에 분유 1000 이상씩 먹어요,아가 하루 분유 이상
3923,모유 이나 횟수 궁금해요~,1개월,모유 이나 횟수 궁금해요~,모유 이나 횟수
3924,35일 아기 10-15분 먹고  3시 괜찮은가요?,1개월,35일 아기 10-15분 먹고 3시 괜찮은가요?,아기
3925,(시 37일) 모유양 너무 적은데 혼합에서 시 가능할까요?,1개월,(시 37일) 모유 양 너무 적은 데 혼합에서 시간 가능할까요?,시 모유 양 데 혼합 시간 요
3926,분유문이용,1개월,분유문 이용,분유 문 이용
3927,60일 아가 분유,1개월,60일 아가 분유,아가 분유
3928,34일 5.3kg아기 량  도와주세요..,1개월,34일 5.3kg 아기 량 도와주세요..,아기 량
3929,42일된 아기 량좀 봐주세요,1개월,42일 된 아기 량 좀 봐주세요,아기 량 좀
3930,55일째아기 직수,1개월,55일째 아기 직수,아기 직수
3931,45일된 아기 먹는것좀 도와주세요ㅜㅠ,1개월,45일 된 아기 먹는 것 좀 도와 주세요 ㅜㅠ,아기 것 좀 도
3932,44일 아가 ~ 모유 보통 한번에 몇분이나 주시나요 ?,1개월,44일 아가 ~ 모유 보통 한 번에 몇 분이나 주시나요 ?,아가 모유 보통 번 몇 분
3933,분유 적은건가요?,1개월,분유 적은 건가요?,분유 건가
3934,50일 아기에게 분유 늦게 준게 많이 이었을까요?,1개월,50일 아기에게 분유 늦게 준 게 많이 이었을까요?,아기 분유 준 게
3935,55일 시아기  아기가 스스로 늘리는 거면 괜찮을까요?,1개월,55일 시간 아기 아기가 스스로 늘리는 거면 괜찮을까요?,시간 아기 아기 스스로 거
3936,모유삭부가.뭐에요?,1개월,모유삭부가.뭐에요?,모유 삭 부가 뭐
3937,분유아기들 분유알고싶어요,1개월,분유 아기들 분유 알고 싶어요,분유 아기 분유 알
3938,모유먹다 자지러지게 우는 아기,1개월,모유 먹다 자지러지게 우는 아기,모유 아기
3939,50일아기 오늘  다섯번했는데 괜찮은가요?,1개월,50일 아기 오늘 다섯 번 했는데 괜찮은가요?,아기 오늘 다섯 번
3940,40일 아기도 분유정체기가 오나요?,1개월,40일 아기도 분 유 정체기가 오나요?,아기 분 유 정체 기
3941,40일 되가는아가 모유  270은 너무큰가요,1개월,40일 되가는 아가 모유 270은 너무 큰가요,아가 모유 은
3942,다유와 직수  고민이예요ㅠㅠ,1개월,다유와 직수 고민이예요ㅠㅠ,유 직수 고민
3943,50일 울애기 넘토해서 분유바꿨어요,1개월,50일 울애기 넘토해서 분유 바꿨어요,애기 토 분유
3944,모유  어렵네요 도와주세요(61일차),1개월,모유 어렵네요 도와 주세요(61일 차),모유 도 차
3945,60일된 아기 잘때  안해도 되나요?,1개월,60일 된 아기 잘 때 안 해도 되나요?,아기 때 안 해도
3946,35일차 지금4시째 자는중,1개월,35일 차 지금 4시째 자는 중,차 지금 중
3947,모유 모유젖꼭지 S SS 교체 시기 문이요 ~,1개월,모유 젖꼭지 S SS 교체 시기 문이요 ~,모유 젖꼭지 교체 시기 이요
3948,시타임?,1개월,시타임?,타임
3949,수하려고 하는데 아기가 안 빨아요;;;;;,1개월,수하려고 하는데 아기가 안 빨아요;;;;;,수하 려고 아기 안
3950,5주차 아기 분유1음식 나 먹이나요?(먹나요?),1개월,5주차 아기 분유 1음식 나 먹이나요?(먹나요?),주차 아기 분유 음식 나
3951,50일 분유 아가 량 문이요 ㅠㅠ,1개월,50일 분유 아가 량 문이요 ㅠㅠ,분유 아가 량 이요
3952,50일 아기 직수..,1개월,50일 아기 직수..,아기 직수
3953,분유맘님들,1개월,분유맘님들,분유 맘
3954,주에서 모유를 말리는 듯한 말들에 스트레스 받아요ㅠㅠ,1개월,주에서 모유를 말리는 듯한 말들에 스트레스 받아 요ㅠㅠ,주 모유 듯 말 스트레스 요
3955,모유슈유 아가 무게,1개월,모유슈 유 아가 무게,모유 슈 유 아가 무게
3956,분유 양이 늘지를 않아요ㅠ 제 도와주세요..,1개월,분유 양이 늘지를 않아 요ㅠ 제 도와 주세요..,분유 양 요 제 도
3957,모유이 말랑하면 빈모유일까요??,1개월,모유 이 말랑하면 빈 모 유일까요??,모유 이 빈 모 유일
3958,"53일아기, 분유양은 늘지않고 이줄어요",1개월,"53일 아기, 분유 양은 늘지 않고 이 줄어요",아기 분유 양은 늘 이
3959,시삭달 원래 방꾸는걸 힘들어하나요?,1개월,시삭달 원래 방꾸는 걸 힘들어 하나요?,시삭 달 원래 방 걸 하나요
3960,모르는 엄마인 제가 한심해요,1개월,모르는 엄마인 제가 한 심해요,엄마 제 심해
3961,모유이 부족해서일까요~~?,1개월,모유 이 부족해서일까요~~?,모유 이 요
3962,36일차 아기가 굴러다니는 된똥을 싸는데요 ㅠㅠ 컴케어 먹다가 카브리타로 바꿨는데,1개월,36일 차 아기가 굴러 다니는 된 똥을 싸는데요 ㅠㅠ 컴케어 먹다가 카브리타로 바꿨는데,차 아기 똥 컴 케어 카 브리 타로
3963,분유 다른걸로 한번 먹여보려고 하는데,1개월,분유 다른 걸로 한 번 먹여보려고 하는 데,분유 다른 걸 번 데
3964,41일된 아기 이랑 양 문이요!,1개월,41일 된 아기 이랑 양 문이요!,아기 양 이요
3965,시 1월아기  어떻게 되나요?,1개월,시간 1월 아기 어떻게 되나요?,시간 아기
3966,"D+45 불쌍한 아가, 응가(똥) 문니다.",1개월,"D+45 불쌍한 아가, 응가(똥) 문니다.",아가 똥
3967,시31일아기 문이요~~,1개월,시 31일 아기 문이 요~~,시 아기 문 요
3968,"시40일 (모유/분유) 아기를해.,",1개월,"시 40일 (모유/분유) 아기를 해.,",시 모유 분유 아기 해
3969,다들 가슴유두아프고 힘든데 참고 직수하시는건가요??ㅠㅠ,1개월,다들 가슴 유두 아프고 힘든데 참고 직수하시는 건가요? ?ㅠㅠ,가슴 유두 참고 직 수하 시 건가
3970,한달 신생아 직수~,1개월,한 달 신생아 직수~,달 신생아 직수
3971,50일 아기 방..,1개월,50일 아기 방..,아기 방
3972,35일아기 게워냄 ㅠㅠ,1개월,35일 아기 게워냄 ㅠㅠ,아기
3973,시 43일된 이른둥이 분유 사래들림.,1개월,시 43일 된 이른둥이 분유 사래들림.,시 둥이 분유 사래
3974,시 쮸쮸모유모유젖꼭지 하시는분이요..,1개월,시 쮸쮸모유 젖꼭지 하시는 분이요..,시 쮸쮸 모유 젖꼭지
3975,38일차 분유이 줄었어요ㅠ,1개월,38일 차 분유 이 줄었어요ㅠ,차 분유 이
3976,시 32일차 4.6키로,1개월,시 32일 차 4.6키로,시 차
3977,직수 유축 안한지 열흘 넘었어요..,1개월,직수 유축 안 한지 열흘 넘었어요..,직수 유축 안 한지 열흘
3978,39일 된 아기; 시통수면 문있어요!,1개월,39일 된 아기 ; 시통수면 문 있어요!,아기 통 수면 문
3979,모유중 자지러지게 울어요ㅠㅠ,1개월,모유 중 자지러지게 울어요ㅠㅠ,모유 중
3980,42일된아기분유,1개월,42일 된 아기 분유,아기 분유
3981,모유시 먹일때마다 가슴 닦으시나요?,1개월,모유 시 먹일 때마다 가슴 닦으시나요?,모유 시 때 가슴
3982,다유하면,1개월,다유하면,유하
3983,모유 잘나오는데 다유하는 가 있을까요?ㅠ,1개월,모유 잘 나오는데 다 유하는 가 있을까요?ㅠ,모유 유하
3984,모유 고수님들 제 도와주세요,1개월,모유 고수님들 제 도와 주세요,모유 고수 제 도
3985,34일차 먹놀수면? ? 분유양,1개월,34일 차 먹놀 수면? ? 분유양,차 놀 수면 분유
3986,시46일 분유 120ml 먹여도 되나요?,1개월,시 46일 분유 120ml 먹여도 되나요?,시 분유
3987,잘때 모유리고 재우시나요?,1개월,잘 때 모 유리 고 재우시나요?,때 모 유리 고
3988,44일 여아분유,1개월,44일 여아 분유,여 분유
3989,44일아가 ,1개월,44일 아가,아가
3990,모유양 많은데 치  후 유축 해야할까요?,1개월,모유 양 많은데 치 후 유축 해야 할까요?,모유 양 치 후 유축 요
3991,"41일차 아이인데 갑자기 모유을 안어요,,",1개월,"41일 차 아이인데 갑자기 모유을 안어요,,",차 아이 갑자기 모유 을
